Date,SST_Adriatico,SST_Chipre,SST_Lyon
01-Jan-1998,13.8274536342949,18.5789711074638,13.3382171701018
01-Feb-1998,13.6907642671636,17.6755029988338,13.1871782299651
01-Mar-1998,13.7721958047182,17.2126770297565,13.3512198407513
01-Apr-1998,14.306511582249,18.4403609820017,13.8411329633292
01-May-1998,17.5689971395206,20.2720121414304,17.4033962852658
01-Jun-1998,22.8056923710402,24.2236997262335,19.3717673426338
01-Jul-1998,25.0449071066807,26.9961491325872,21.2530635968799
01-Aug-1998,26.9451508426896,29.0616085516158,22.8721096133229
01-Sep-1998,22.663274091675,28.0746313114419,20.9192945984922
01-Oct-1998,19.755022887058,26.1775192809002,18.0887288722866
01-Nov-1998,16.3777312958797,24.0053737846684,15.5838931582935
01-Dec-1998,14.0651146615433,21.4642781097772,13.3761226297627
01-Jan-1999,13.9897548678039,19.2876690397561,12.9679296231403
01-Feb-1999,13.7002171755395,18.2064438259058,12.781887929918
01-Mar-1999,13.79056405223,17.8537149309406,13.0913505117645
01-Apr-1999,14.8592890398842,18.628528106143,13.7311397883998
01-May-1999,18.4595494049338,21.5867333724319,16.5343255810068
01-Jun-1999,22.7926988348578,24.7762740444458,19.5829993067233
01-Jul-1999,24.4924962531537,27.0007001109503,22.1382578800559
01-Aug-1999,25.8314034645368,28.2120249487218,24.4836885246698
01-Sep-1999,24.0337117341735,27.7075768413452,24.5523510475015
01-Oct-1999,21.2467177983144,26.0003066809831,21.0964298284511
01-Nov-1999,17.8875909112545,23.4750820144346,16.7321416706399
01-Dec-1999,15.3943550929172,20.5825329771311,13.707151673486
01-Jan-2000,14.3582156858528,18.7237985648546,13.0313758486978
01-Feb-2000,14.1491472720783,17.8301854933636,13.0610482526616
01-Mar-2000,14.1019932350198,17.2115612056817,13.2608598281511
01-Apr-2000,15.2464616997436,18.1479630199315,14.1404292529357
01-May-2000,20.028950339384,20.7337988347098,18.0907537260425
01-Jun-2000,23.2207394531759,24.5943211399255,21.0316795862336
01-Jul-2000,23.7926553251809,26.9616642794575,21.0982173449174
01-Aug-2000,25.4494219980054,27.4436385393038,23.3186191062666
01-Sep-2000,22.8558770421253,27.0185731633015,22.3768423241981
01-Oct-2000,20.440650468686,25.0555681286924,19.5385744173654
01-Nov-2000,18.2442215588696,22.7639167487052,16.1733785252345
01-Dec-2000,16.4196378865494,20.3311640255519,14.8270941121395
01-Jan-2001,14.7292578657769,18.5299755582399,13.7174531701986
01-Feb-2001,14.7757810612732,18.047673548489,13.5244745883407
01-Mar-2001,15.2147944566841,18.3350765891564,13.928272093935
01-Apr-2001,15.717054487009,19.1375955001199,14.3343044922669
01-May-2001,18.5586872143523,21.3312641953166,17.0535607667695
01-Jun-2001,20.9963489211774,24.1122103473774,19.2459203668892
01-Jul-2001,24.4825856108946,26.3571258245579,22.4578456865327
01-Aug-2001,26.0189631902614,27.9752243999981,24.1865028587977
01-Sep-2001,22.4345880395381,27.0946387202348,20.635640608731
01-Oct-2001,21.2190931451923,25.5707568290884,20.8445932112731
01-Nov-2001,17.7898106733662,23.001062634448,17.5002098795931
01-Dec-2001,14.6185495522201,19.5928725578256,14.166469716417
01-Jan-2002,14.3183852987833,18.07042367019,13.2888928082607
01-Feb-2002,14.4159057230567,17.6595700747736,13.1558133601566
01-Mar-2002,14.4885912180684,17.6494948870289,13.4821948012741
01-Apr-2002,15.3492437842422,17.9399953422162,14.3465559539814
01-May-2002,18.6134578156211,21.1262018730303,16.5661347908222
01-Jun-2002,22.3704873946182,24.5140330530774,20.4467916850769
01-Jul-2002,25.3374573637464,27.4749472632488,21.6027919422037
01-Aug-2002,25.4982265329257,28.1440358574437,22.1902547309028
01-Sep-2002,23.8697218948103,27.5274641953249,21.552278989802
01-Oct-2002,20.1491182729862,26.1431564007818,18.2700492264209
01-Nov-2002,17.3036001579181,23.7833719429085,15.9760218044996
01-Dec-2002,15.5864442674281,20.5443576585313,14.10163572428
01-Jan-2003,14.7993100069518,18.6162563123811,13.3102705167612
01-Feb-2003,14.2326518688227,17.4323995218774,12.9064566405839
01-Mar-2003,14.2701234251676,16.8261777309162,13.3702750303839
01-Apr-2003,14.8495466578305,17.4912566634189,14.5084721296995
01-May-2003,19.0754557277323,21.3621800533514,16.9741757173743
01-Jun-2003,25.0485482765871,24.4272269608348,23.1115245689852
01-Jul-2003,25.9225373256487,27.5105642761244,24.4699839173549
01-Aug-2003,27.0034195394482,28.4487726927376,26.6928057998535
01-Sep-2003,23.1943008572756,27.2738630929601,23.0813579029929
01-Oct-2003,19.5867784309848,25.5068008055872,19.2822430999955
01-Nov-2003,16.8908420877349,22.7374264445882,16.9848073570002
01-Dec-2003,15.6463102298108,19.9194787519373,14.7477090922198
01-Jan-2004,14.3712048570558,17.6345842854986,13.1821919006166
01-Feb-2004,14.1826299344305,16.6534456209171,12.9945862658431
01-Mar-2004,14.1077610673008,16.7948844490672,12.8886942662942
01-Apr-2004,15.4279206061217,17.9543240584241,13.9528795495254
01-May-2004,17.1799891842267,20.1070926506568,16.0750748602777
01-Jun-2004,21.4741540813195,23.4075695505696,19.3788043795136
01-Jul-2004,25.4524372557345,26.9831297422965,21.8813195722732
01-Aug-2004,25.1453577734999,27.4380628815337,23.5771434060437
01-Sep-2004,23.3859065778313,27.0876082494778,22.7276171701588
01-Oct-2004,21.2074787063937,25.8430958119208,20.2632673836234
01-Nov-2004,17.9145308921852,23.5954845971542,16.3559194568269
01-Dec-2004,15.5402089007554,19.7510541287695,14.4977930442311
01-Jan-2005,14.4766165157126,18.1978181597655,13.2176913994634
01-Feb-2005,13.9873560690028,17.1311064933921,12.8523484546588
01-Mar-2005,14.1726701724982,17.2077445506424,13.1986138500103
01-Apr-2005,14.9469769418947,17.6987682007936,13.7835325747531
01-May-2005,18.0774337625052,20.5390213113626,16.4965350116761
01-Jun-2005,21.6609213901643,23.5748447084189,20.9963501523255
01-Jul-2005,24.8106179509846,26.3177960068328,22.3465685714949
01-Aug-2005,24.2993848007191,27.6296703911014,21.2366235387678
01-Sep-2005,23.4761484964052,26.9945860908922,21.7963384385379
01-Oct-2005,19.6606755899979,24.8165705578572,19.6113887432233
01-Nov-2005,17.3462058818042,21.6110211142713,17.2993151472413
01-Dec-2005,14.7150556710531,19.7562091639505,13.9427298610143
01-Jan-2006,13.8669049438755,17.828993009137,13.0647141067011
01-Feb-2006,13.8442219210347,17.0185787950763,13.0072252264686
01-Mar-2006,13.7811552920525,16.9433072296832,13.1179550433336
01-Apr-2006,14.9673213551057,17.9660987580685,14.5154692055665
01-May-2006,17.9210331427324,20.6594082546551,16.77870240303
01-Jun-2006,21.4860571281448,24.0652962210022,19.3402702673144
01-Jul-2006,25.0323345039772,26.571758113568,25.8444066370586
01-Aug-2006,24.7777547692511,27.6818371143121,21.5074148338847
01-Sep-2006,22.842135583522,27.061478979517,21.5083637861052
01-Oct-2006,20.5674371694532,25.9279772158408,20.0245712997774
01-Nov-2006,16.6066463415479,22.6558955138159,17.5873940881707
01-Dec-2006,15.1245213039346,20.2957355570381,15.806162190614
01-Jan-2007,14.06502780078,18.1004627765742,14.055593857515
01-Feb-2007,13.8314172121796,17.0693613424177,13.6893200316069
01-Mar-2007,14.0485981531107,17.0925393939376,13.6365972101036
01-Apr-2007,16.0909252081075,17.7058162154099,15.822551047696
01-May-2007,19.7051094532707,20.3994887660049,17.0837380321768
01-Jun-2007,23.5455390765716,24.1655963110964,20.5078891495982
01-Jul-2007,25.7056621629509,27.2235372072116,21.8568911630852
01-Aug-2007,25.2290826677504,28.0663029990704,22.762116925723
01-Sep-2007,21.6215742072949,27.4321530247868,21.2064349429513
01-Oct-2007,18.7890023061572,26.034398612354,19.7461127899196
01-Nov-2007,15.4134533857617,23.5670321508835,15.987416541087
01-Dec-2007,14.0077730490282,20.787171521391,13.8523959637691
01-Jan-2008,13.8380822298383,18.8835181952979,13.2935085736556
01-Feb-2008,13.7954754870711,17.5306353997629,13.1498060647531
01-Mar-2008,13.995111312201,17.5052107836057,13.1024552264286
01-Apr-2008,14.7629963365887,18.6555862772833,13.7434594762336
01-May-2008,18.3731877378891,20.9670848405758,17.1316437328604
01-Jun-2008,23.0652066773356,24.7246369264864,19.8812419901156
01-Jul-2008,25.5966048872186,27.7074966280804,22.8614817839057
01-Aug-2008,25.7854512494974,27.9096435496634,23.6285862046015
01-Sep-2008,23.3316055633479,27.7011585589402,22.5853364715847
01-Oct-2008,19.4349839399178,25.6422950892623,20.1804832114972
01-Nov-2008,17.4395743007699,23.6013350125359,17.0551952696569
01-Dec-2008,14.6759581828733,21.0807440284562,13.5557359062611
01-Jan-2009,13.6753162240255,18.752479219553,12.8798104300635
01-Feb-2009,13.6275994486308,17.9416624705261,12.8069683387141
01-Mar-2009,13.4462332081259,17.3084180248464,13.000388342745
01-Apr-2009,15.0218790639509,18.2306379949996,14.2697167744123
01-May-2009,19.438386813803,20.8873800293379,17.4155207367492
01-Jun-2009,21.7240977507097,25.2072500274258,20.7759661416569
01-Jul-2009,25.2748668906569,27.007518983106,22.6580843162769
01-Aug-2009,26.3802010630735,28.6690003540201,24.5562936034563
01-Sep-2009,23.7110792390765,27.2652232039565,23.2424202775605
01-Oct-2009,19.2630041999946,25.8220379869068,20.0455517452149
01-Nov-2009,16.28340258146,22.8691291193914,16.5133999601295
01-Dec-2009,14.3574879907244,20.4167327842505,14.180553851171
01-Jan-2010,13.3925420735919,18.9686035425697,13.1000925028832
01-Feb-2010,13.3957227225117,18.2900103060324,12.8993284034834
01-Mar-2010,13.6844568870117,18.0684673499633,13.1855052976717
01-Apr-2010,14.982841207021,18.9925539521153,14.4879614089104
01-May-2010,17.928093391882,21.5201622174102,16.2886868803569
01-Jun-2010,21.9035077189987,24.5372011042677,19.3072020419327
01-Jul-2010,25.3462912479203,26.6250196618369,23.3363318015885
01-Aug-2010,25.4657784727091,29.2289899536917,22.0917158076667
01-Sep-2010,22.7015667962669,28.5826774681379,20.6629953839481
01-Oct-2010,19.7445441823061,26.557597180992,18.3513421705103
01-Nov-2010,17.0635198308743,24.2335482948038,15.7170403288068
01-Dec-2010,14.6140200196612,21.7073752359671,13.2312490242478
01-Jan-2011,13.6662499051798,19.5088960186797,13.0511709353492
01-Feb-2011,13.8823204559963,18.5949677586541,12.8840861314766
01-Mar-2011,14.0243313600243,18.231680642714,13.2096938936223
01-Apr-2011,15.4771043538681,18.5802233980814,15.033720655971
01-May-2011,18.2825696651223,20.712909811631,17.9692835167693
01-Jun-2011,23.2157754643672,24.292891783782,20.0050265877386
01-Jul-2011,25.1941859881622,26.9412827233051,21.4735427468282
01-Aug-2011,26.0260381554772,28.1303343342043,23.1462643952068
01-Sep-2011,25.8323515831675,27.6994078664586,22.7508569357213
01-Oct-2011,20.5210071150893,25.590903123652,20.1094324089917
01-Nov-2011,17.6888088289017,22.6355547940489,17.7922839471388
01-Dec-2011,16.0227779186529,19.9252950327473,15.2187702022341
01-Jan-2012,14.4031187319406,18.0571864753308,13.2166496350936
01-Feb-2012,13.6209306442822,17.2165977718601,12.8073700974122
01-Mar-2012,14.2002688560918,16.8342040465263,13.4165825951383
01-Apr-2012,15.1082197822426,18.1153526790169,14.1103425089688
01-May-2012,18.2050116682409,21.2738516273478,16.6973793054325
01-Jun-2012,22.9636471228189,24.9764679457882,20.3379369116815
01-Jul-2012,26.8659212738234,28.2779612744306,22.363329559613
01-Aug-2012,26.6412554201194,29.0471937319934,24.8523745544407
01-Sep-2012,23.9462482088893,27.7569046334098,21.4950070612576
01-Oct-2012,21.3821177260359,26.2677659894093,19.8338046739244
01-Nov-2012,18.0882880443494,23.8322694487407,16.9144496587677
01-Dec-2012,15.4807352178742,20.294218266392,13.8344701011251
01-Jan-2013,14.3842619471398,17.8946651601866,13.0329141418116
01-Feb-2013,14.0900806413011,17.357913967547,12.9537644924923
01-Mar-2013,14.121971593299,17.3495139380553,13.0285581155072
01-Apr-2013,15.5418550449416,18.1676416898518,14.3601446476348
01-May-2013,18.8416728382209,21.8935443074024,15.5835562309132
01-Jun-2013,21.885571431311,24.659486420094,18.4330042057221
01-Jul-2013,24.9462063672194,26.780850236497,23.6976947438982
01-Aug-2013,26.2381356230356,28.0765921262642,23.8482554248377
01-Sep-2013,23.7687412876491,27.1581327169688,22.0932136755669
01-Oct-2013,20.4518208285471,24.0073505274682,20.7727319190196
01-Nov-2013,18.7005871996385,22.5505215549524,17.3250246983236
01-Dec-2013,15.8431031840397,19.9051127438587,14.6898417100007
01-Jan-2014,15.1952053867293,18.3408644332506,13.4251526951359
01-Feb-2014,14.5579278805471,17.9633443062108,13.1144516234035
01-Mar-2014,14.8493235507256,18.0225272540372,13.2438450258998
01-Apr-2014,15.5059279912663,18.9746342849258,14.6635929839321
01-May-2014,17.8077757006655,21.3341286343108,16.1863522700712
01-Jun-2014,21.8978890672314,23.9779287252634,20.9420314400893
01-Jul-2014,24.1920923638804,26.5058497958561,21.3697679896684
01-Aug-2014,25.757690689176,27.7515220158016,22.7649248569468
01-Sep-2014,23.2446231091517,27.3744300343872,23.4149612093764
01-Oct-2014,20.4339754342091,25.6240956436857,22.0540074751762
01-Nov-2014,17.6065475195677,23.1856785121313,18.5311084920283
01-Dec-2014,16.1280553713976,20.6113489893545,15.579771891958
01-Jan-2015,14.4889947132524,18.5433778717744,13.6396487343732
01-Feb-2015,14.5051340550552,17.5760540497309,12.8664263574352
01-Mar-2015,14.4895789258025,17.3802800384756,13.0628271205892
01-Apr-2015,15.0858762924373,17.8947645029686,14.6222469809576
01-May-2015,18.3599891578517,21.0650341112396,16.2758104186565
01-Jun-2015,22.4079029062472,23.7723276218257,20.998700054807
01-Jul-2015,26.1782704983796,26.5888799074843,23.9593444267878
01-Aug-2015,27.5224430735535,28.6049967197166,23.9258541073138
01-Sep-2015,24.8278437570512,28.1857421122825,22.6833023563345
01-Oct-2015,20.3986153241962,26.3329148799199,19.9721672439312
01-Nov-2015,18.1631596954921,23.4690690875145,17.7184779059035
01-Dec-2015,16.1871769856601,20.8106216146922,15.2620139288661
01-Jan-2016,14.8573905256985,18.4903099442026,14.0253993955032
01-Feb-2016,14.3082923635636,17.7588052294132,13.2901952529844
01-Mar-2016,14.4213110949184,17.7694247666197,13.2955281387797
01-Apr-2016,15.8319233671746,19.4192556969638,14.2881465985618
01-May-2016,17.5183461711237,21.2460001736767,15.4971810500953
01-Jun-2016,21.522046970369,24.6525095042758,19.3647839119907
01-Jul-2016,25.3617885221696,27.5054414096497,21.8936587532839
01-Aug-2016,25.0722163277663,28.2119505027401,22.7697750030372
01-Sep-2016,23.5334929087892,27.6343820138031,22.8696697985627
01-Oct-2016,19.8510270400368,26.3178750603115,20.6964992818347
01-Nov-2016,17.4311006167488,23.7450192198507,18.0840120107936
01-Dec-2016,15.8253201444943,20.2423149523882,16.1409348675304
01-Jan-2017,14.3094990353352,18.3707813300889,13.7807340425372
01-Feb-2017,14.1458869320996,17.6937182734563,13.3928298544411
01-Mar-2017,14.6832163868484,17.6498428787108,14.0394526470055
01-Apr-2017,15.8066343557362,18.5257007769547,15.0769253333679
01-May-2017,18.0692083471766,21.2387278400442,17.4305225638993
01-Jun-2017,23.3219739846158,24.5108114465012,22.3889592829916
01-Jul-2017,25.4135229504654,28.1239017657662,23.1578136014663
01-Aug-2017,26.3942384588816,28.400738587163,23.4779676041669
01-Sep-2017,23.2476184922796,27.4514632736626,20.8857751060641
01-Oct-2017,20.4327868954545,25.4064355031214,19.2740066235714
01-Nov-2017,17.0408559347974,22.8226378923604,15.4671105098317
01-Dec-2017,14.8793948685236,20.4731021869759,13.7434221876725
01-Jan-2018,14.3089645722544,18.8138170053744,13.3872089395341
01-Feb-2018,14.1344494570881,18.0570829269886,13.1382851650596
01-Mar-2018,14.1027151879122,18.496259930429,13.3075959382176
01-Apr-2018,16.4986380337128,19.9840451580239,15.1957226016677
01-May-2018,20.9926509757384,22.7870579647161,17.6369936850153
01-Jun-2018,24.5069545675477,25.492009023831,20.889868673224
01-Jul-2018,25.1923130545967,27.5173384695214,24.4004432662022
01-Aug-2018,27.6849335477609,27.9276023442758,25.9615576436836
01-Sep-2018,25.0090598194827,27.8318464599896,23.2599787567002
01-Oct-2018,20.7969766380068,26.2510113152686,20.5680188388
01-Nov-2018,18.3157644935585,23.1508530281452,17.4208502322441
01-Dec-2018,15.747198441299,20.5481678630748,14.8237202204963
01-Jan-2019,14.4126552983057,18.068951452527,13.4638850644112
01-Feb-2019,14.2706870876006,17.2952467746462,13.1233603533631
01-Mar-2019,14.512333426679,17.2277272371763,13.4180756506605
01-Apr-2019,15.4265983531503,17.8835613637915,14.191561805399
01-May-2019,17.1751813588494,20.9536040583286,15.4530536753506
01-Jun-2019,23.1635557056082,25.1200773608609,20.3477926619486
01-Jul-2019,25.5776083725864,27.6482043409596,25.1610874672725
01-Aug-2019,26.614920586913,28.5517990062242,24.6547804433602
01-Sep-2019,24.5585242801531,27.8947042609853,22.8674602469551
01-Oct-2019,21.7218381131794,26.5681745699523,20.4321983009001
01-Nov-2019,18.6168263520186,24.0478622417058,16.9574652523482
01-Dec-2019,16.1500453628639,20.8051127237422,14.6865272411067
01-Jan-2020,14.6500791897799,17.8550568735363,14.0343751174362
01-Feb-2020,14.6509363524662,17.1503144607043,13.7392454546836
01-Mar-2020,14.5365534746141,17.1637158120143,13.712848122142
01-Apr-2020,15.533009246432,18.2450091858141,15.6001241520828
01-May-2020,17.6375965147186,21.0471246587313,18.6389792254846
01-Jun-2020,21.2952510382268,23.4697763820508,20.6900704320758
01-Jul-2020,24.8089630497616,27.226634338766,23.1060695920588
01-Aug-2020,26.4893345440137,28.3589943013925,24.971612490372
01-Sep-2020,24.8772306442206,28.5456063701669,23.8853764035402
01-Oct-2020,20.0267775554991,26.7269176411963,18.5696535691394
01-Nov-2020,18.388501334038,23.9052925311344,17.4160032537949
01-Dec-2020,15.8460180262585,21.2734730027919,14.7183155822185
01-Jan-2021,14.8582492267523,19.205237886311,13.2667806656521
01-Feb-2021,14.6296215868987,18.4937321059901,13.2839754291382
01-Mar-2021,14.5031367509842,17.9282578655626,13.7017498036766
01-Apr-2021,14.8273693730076,18.5143397430443,14.5145286597786
01-May-2021,17.5636543418561,22.381912544409,16.2562270857608
01-Jun-2021,22.5342399302009,24.6860995312259,22.1213267353674
01-Jul-2021,26.3218590931507,27.8743798340724,23.333058834297
01-Aug-2021,27.3345405500526,29.2398530074655,24.0018793249127
01-Sep-2021,24.3767357338932,27.731184412378,24.2228032965829
01-Oct-2021,20.4813741519863,25.3060122020419,20.8229557848561
01-Nov-2021,17.7728263708834,23.5069573599825,17.5608628996799
01-Dec-2021,15.3816028816037,20.7848223122575,13.8130760250139
01-Jan-2022,14.6538944977368,18.4402965639921,13.3302782562521
01-Feb-2022,14.5449589453403,17.4284689719059,13.3064639415846
01-Mar-2022,14.5072338769315,16.9138958729999,13.4479522947295
01-Apr-2022,15.3204755485048,18.3066776978244,14.4550481542854
01-May-2022,19.3918511500232,20.8444705773884,19.2471837075042
01-Jun-2022,24.4884901173602,24.929481797254,22.3749290688802
01-Jul-2022,26.3540903496905,27.4591792357217,25.4130436963136
01-Aug-2022,26.4720561510481,28.5888817616281,26.2612542744118
01-Sep-2022,23.4731263358079,28.0162287273365,24.9734280361404
01-Oct-2022,20.456566327056,26.1549015528739,22.3603232578032
01-Nov-2022,18.4064884065815,23.9445473779024,19.1282351843345
01-Dec-2022,16.0254282626201,21.4723935595109,15.7568894129943
01-Jan-2023,15.1719749815128,19.4847074906233,14.211706685123
01-Feb-2023,14.5680644058448,17.972587479728,13.3889514084125
01-Mar-2023,14.7731012532603,18.142023442502,13.7467991447749
01-Apr-2023,15.3544284563331,18.7635908916744,14.911374654807
01-May-2023,18.690520660159,20.6432422231605,17.9741665575958
01-Jun-2023,23.5795390758117,23.8529610456928,22.6828315961111
01-Jul-2023,26.8471722795146,27.8825229846365,23.9449348817411
01-Aug-2023,26.4602798355218,28.5950884789409,24.0420109029631
01-Sep-2023,24.4898446879671,28.2338501444482,23.8277662683756
01-Oct-2023,22.4115835963774,26.6434117566363,22.8673097230793
01-Nov-2023,18.6631818449806,24.8219287063985,17.5110597818847
01-Dec-2023,15.6641683296708,21.7166407169503,14.6362914376644
01-Jan-2024,14.8668146839702,19.7865190984753,13.7421591041202
01-Feb-2024,14.7677058598381,18.5920500288229,13.7864555766371
01-Mar-2024,15.0603467454548,18.4158011372136,13.9355756390934
01-Apr-2024,16.7881781934461,20.3108558617072,14.6337411327475
01-May-2024,19.5603587639853,21.9208218344935,17.850045580838
01-Jun-2024,24.1534901248481,26.4542573864413,20.3154719999029
01-Jul-2024,27.5925587341255,28.7894919573049,23.3486955062735
01-Aug-2024,27.8552590287183,29.3212345845939,25.3557965095626
01-Sep-2024,24.4975787598164,28.0433459935817,22.3607039229994
01-Oct-2024,20.6870666681643,26.2116345848468,19.8185067941494
01-Nov-2024,18.6865170245144,23.7838908717981,18.5031689215027
01-Dec-2024,15.6933739406702,21.3090265718301,14.9655783572991
